Date List Produced,Record Obsolescence Date,Source,COMPANY NAME,ADDRESS,CITY,STATE,ZIP CODE,MAILING CARRIER ROUTE,MAILING DELIVERY POINT BAR CODE,LOCATION ADDRESS,LOCATION ADDRESS CITY,LOCATION ADDRESS STATE,LOCATION ADDRESS ZIP,LOCATION ADDRESS DELIVERY POINT BAR CODE,LOCATION ADDRESS CARRIER ROUTE,COUNTY,PRIMARY SIC,PRIMARY SIC DESCRIPTION,SECONDARY SIC #1,SECONDARY SIC DESCRIPTION #1,SECONDARY SIC #2,SECONDARY SIC DESCRIPTION #2,METRO AREA,DATA AXLE USA ID,LAST NAME,FIRST NAME,CONTACT TITLE,CONTACT PROF TITLE,CONTACT GENDER
Sep 14 2021,Mar 14 2022,Data Axle,Smile Success Dental Ctr,PO Box 239,Bellwood,IL,60104-0239,B002,393,235 Mannheim Rd,Bellwood,IL,60104-1339,355,C011,Cook,802101,Dentists,802101,Dentists,802104,Cosmetic Dentistry,"Chicago-Npvl, IL",755530545,Johnson,Mimi,OWNER,,Female
Sep 14 2021,Mar 14 2022,Data Axle,Smile Suite Orthodontics,2422 Main St,Evanston,IL,60202-1548,C093,228,2422 Main St,Evanston,IL,60202-1548,228,C093,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",756085413,,,,,
Sep 14 2021,Mar 14 2022,Data Axle,Smile Today Dental,2640 Patriot Blvd # 250,Glenview,IL,60026-8087,C061,508,2640 Patriot Blvd # 250,Glenview,IL,60026-8087,508,C061,Cook,802101,Dentists,802101,Dentists,804914,Dental Hygienists,"Chicago-Npvl, IL",641512918,Kidonakis,Evelyn,PRESIDENT,,Female
Sep 14 2021,Mar 14 2022,Data Axle,Smile Town Dental,1730 Park St # 106,Naperville,IL,60563-2609,C076,319,42 W Lake St,Addison,IL,60101-2764,427,C004,Du Page,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",661392605,Shafi,Reem,OWNER,,Female
Sep 14 2021,Mar 14 2022,Data Axle,Smile Trans Corp,1433 Holmes Rd,Elgin,IL,60123-1203,C036,336,1433 Holmes Rd,Elgin,IL,60123-1203,336,C036,Kane,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",734160098,,,,,
Sep 14 2021,Mar 14 2022,Data Axle,Smile View Dental,8715 S Harlem Ave # 2,Bridgeview,IL,60455-1905,C086,159,8715 S Harlem Ave # 2,Bridgeview,IL,60455-1905,159,C086,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",433165759,Perez,Adriana,MANAGER,,Female
Sep 14 2021,Mar 14 2022,Data Axle,Smiledirectclub,700 W Irving Park Rd,Bensenville,IL,60106-1901,C003,6,700 W Irving Park Rd,Bensenville,IL,60106-1901,6,C003,Du Page,504719,Dental Equipment & Supplies-Wholesale,802104,Cosmetic Dentistry,723112,Health & Beauty Consultants,"Chicago-Npvl, IL",749065059,,,,,
Sep 14 2021,Mar 14 2022,Data Axle,Smiledirectclub,9 W Erie St,Chicago,IL,60654-5400,C024,91,9 W Erie St,Chicago,IL,60654-5400,91,C024,Cook,504719,Dental Equipment & Supplies-Wholesale,802104,Cosmetic Dentistry,,,"Chicago-Npvl, IL",749064909,,,,,
Sep 14 2021,Mar 14 2022,Data Axle,Smiles By Design Group LTD,10015 N Main St,Richmond,IL,60071-7718,R002,157,10015 N Main St,Richmond,IL,60071-7718,157,R002,Mc Henry,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",465364321,Reichle,James Kevin,OWNER,,Male
Sep 14 2021,Mar 14 2022,Data Axle,Smiles By Farr,118 Barrington Commons Ct #201,Barrington,IL,60010-3259,C002,518,118 Barrington Commons Ct #201,Barrington,IL,60010-3259,518,C002,Lake,802101,Dentists,802101,Dentists,802104,Cosmetic Dentistry,"Chicago-Npvl, IL",709824862,,,,,
Sep 14 2021,Mar 14 2022,Data Axle,Smiles By Farr,9744 N IL Route 47,Huntley,IL,60142-9323,R022,442,9744 N IL Route 47,Huntley,IL,60142-9323,442,R022,Mc Henry,802104,Cosmetic Dentistry,802104,Cosmetic Dentistry,802101,Dentists,"Chicago-Npvl, IL",700248111,,,,,
Sep 14 2021,Mar 14 2022,Data Axle,Smiles By Smoron,401 W Prospect Ave,Mt Prospect,IL,60056-3031,C106,15,401 W Prospect Ave,Mt Prospect,IL,60056-3031,15,C106,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",527249171,Johnson,Karen,OFFICE MANAGER,,Female
Sep 14 2021,Mar 14 2022,Data Axle,Smiles Dental,601 W Army Trail Blvd #D,Addison,IL,60101-3299,C015,76,601 W Army Trail Blvd #D,Addison,IL,60101-3299,76,C015,Du Page,802101,Dentists,802101,Dentists,802104,Cosmetic Dentistry,"Chicago-Npvl, IL",425239874,Ahmed,Ahsan,MANAGER,,Male
Sep 14 2021,Mar 14 2022,Data Axle,Smiles Dental Care,96 N Bokelman St,Roselle,IL,60172-5306,C017,965,96 N Bokelman St,Roselle,IL,60172-5306,965,C017,Du Page,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",435915429,,,,,
Sep 14 2021,Mar 14 2022,Data Axle,Smiles Dental Ctr,849 S IL Route 59,Bartlett,IL,60103-1629,R019,499,849 S IL Route 59,Bartlett,IL,60103-1629,499,R019,Du Page,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",424163078,Puri,Rajiv,OWNER,,Male
Sep 14 2021,Mar 14 2022,Data Axle,Smiles Dental Ctr,150 E Irving Park Rd # M-273,Wood Dale,IL,60191-2024,C003,50,150 E Irving Park Rd # M-273,Wood Dale,IL,60191-2024,50,C003,Du Page,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",403237409,Toreres,Jeanne,OFFICE MANAGER,,Female
Sep 14 2021,Mar 14 2022,Data Axle,Smiles For Kids Pediatric,201 N Arlington Heights Rd # 2,Arlington Hts,IL,60004-6059,C003,992,201 N Arlington Heights Rd # 2,Arlington Hts,IL,60004-6059,992,C003,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",401743945,Schroeder,Cindy,OFFICE MANAGER,,Female
Sep 14 2021,Mar 14 2022,Data Axle,Smiles For Life PC,4479 Central Ave Uppr,Western Springs,IL,60558-1715,C011,994,4479 Central Ave Uppr,Western Springs,IL,60558-1715,994,C011,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",415578431,Kaur,Sukhjit,OWNER,,
Sep 14 2021,Mar 14 2022,Data Axle,Smiles For The People,2303 Randall Rd # 171,Carpentersville,IL,60110-3448,R002,30,2303 Randall Rd # 171,Carpentersville,IL,60110-3448,30,R002,Kane,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",711050812,,,,,
Sep 14 2021,Mar 14 2022,Data Axle,Smiles Just LTD,2133 S 17th Ave,Broadview,IL,60155-3019,C020,334,2133 S 17th Ave,Broadview,IL,60155-3019,334,C020,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",657709572,Tucker,Corona,OFFICE MANAGER,,Female
Sep 14 2021,Mar 14 2022,Data Axle,Smiles League Dental,3587 Hennepin Dr,Joliet,IL,60431-9205,C030,875,3587 Hennepin Dr,Joliet,IL,60431-9205,875,C030,Will,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",890713878,Lopez,Celeste,MANAGER,,Female
Sep 14 2021,Mar 14 2022,Data Axle,Smiles Of Aurora,201 N Constitution Dr # G,Aurora,IL,60506-3200,C038,792,201 N Constitution Dr # G,Aurora,IL,60506-3200,792,C038,Kane,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",722596633,Goetz,Dustin,OWNER,,Male
Sep 14 2021,Mar 14 2022,Data Axle,Smiles Of Elgin PC,860 Summit St # 134,Elgin,IL,60120-4350,C031,342,860 Summit St # 134,Elgin,IL,60120-4350,342,C031,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",417559336,Gonavarum,Prasad,OWNER,,Male
Sep 14 2021,Mar 14 2022,Data Axle,Smiles Of Gurnee,6695 Grand Ave #E,Gurnee,IL,60031-5268,C002,77,6695 Grand Ave #E,Gurnee,IL,60031-5268,77,C002,Lake,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",674775721,Ogusere,Owen,OFFICE MANAGER,,Male
Sep 14 2021,Mar 14 2022,Data Axle,Smiles Of Lindenhurst,2031 E Grand Ave,Lindenhurst,IL,60046-9041,R007,992,2031 E Grand Ave,Lindenhurst,IL,60046-9041,992,R007,Lake,802101,Dentists,802101,Dentists,802104,Cosmetic Dentistry,"Chicago-Npvl, IL",419280110,Gniadek,Brian,OWNER,,Male
Sep 14 2021,Mar 14 2022,Data Axle,Smiles Of Lombard PC,845 S Main St #201,Lombard,IL,60148-3350,C032,51,845 S Main St #201,Lombard,IL,60148-3350,51,C032,Du Page,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",724939282,Tyszkowski,Monika,OWNER,,Female
Sep 14 2021,Mar 14 2022,Data Axle,Smiles Of Naperville,3020 Reflection Dr #112,Naperville,IL,60564-9701,R058,37,3020 Reflection Dr #112,Naperville,IL,60564-9701,37,R058,Will,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",646534206,Wild,Oscar,CEO,,Male
Sep 14 2021,Mar 14 2022,Data Axle,Smiles Of Niles,876 Civic Center Dr,Niles,IL,60714-3207,C015,767,876 Civic Center Dr,Niles,IL,60714-3207,767,C015,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",415180326,Seo,Myoung,OFFICE MANAGER,,Female
Sep 14 2021,Mar 14 2022,Data Axle,Smiles Of Orland Park,7630 W 159th St,Orland Park,IL,60462-5035,C010,306,7630 W 159th St,Orland Park,IL,60462-5035,306,C010,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",440694773,Marshall,Robert,OWNER,,Male
Sep 14 2021,Mar 14 2022,Data Axle,Smiles Of Round Lake,201 W Washington St,Round Lake,IL,60073-2901,C020,11,201 W Washington St,Round Lake,IL,60073-2901,11,C020,Lake,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",638094094,Lin,Hilehito,PRESIDENT,,
Sep 14 2021,Mar 14 2022,Data Axle,Smiles Of Skokie,5001 Oakton St,Skokie,IL,60077-2907,C046,11,5001 Oakton St,Skokie,IL,60077-2907,11,C046,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",950369835,Mcwhinnie,David,OFFICE MANAGER,,Male
Sep 14 2021,Mar 14 2022,Data Axle,Smiles On Elston,5780 N Elston Ave,Chicago,IL,60646-5546,C052,800,5780 N Elston Ave,Chicago,IL,60646-5546,800,C052,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",151624129,Alkass,Alin,OFFICE MANAGER,,Male
Sep 14 2021,Mar 14 2022,Data Axle,Smiles On Randall,2158 Randall Rd,Carpentersville,IL,60110-3345,R002,584,2158 Randall Rd,Carpentersville,IL,60110-3345,584,R002,Kane,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",649774841,Patel,Jabal,OWNER,,
Sep 14 2021,Mar 14 2022,Data Axle,Smiles Pediatric Dentistry,1229 W Washington Blvd #110,Chicago,IL,60607-2133,C042,35,1229 W Washington Blvd #110,Chicago,IL,60607-2133,35,C042,Cook,801101,Physicians & Surgeons,802101,Dentists,,,"Chicago-Npvl, IL",708602924,Rodriguez,Angelica,MANAGER,,Female
Sep 14 2021,Mar 14 2022,Data Axle,Smiles Supreme,640 E Saint Charles Rd # 204,Carol Stream,IL,60188-2600,C002,540,640 E Saint Charles Rd # 204,Carol Stream,IL,60188-2600,540,C002,Du Page,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",567261656,Petroselli,David,,DDS,Male
Sep 14 2021,Mar 14 2022,Data Axle,Smiling Bright,1247 S Wabash Ave,Chicago,IL,60605-2412,C013,473,1247 S Wabash Ave,Chicago,IL,60605-2412,473,C013,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",409259024,Watry,Kimberley,OWNER,,Female
Sep 14 2021,Mar 14 2022,Data Axle,Smiling Bright/Posture Perfect,3168 N Lincoln Ave,Chicago,IL,60657-3117,C080,680,3168 N Lincoln Ave,Chicago,IL,60657-3117,680,C080,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",401489967,Bright,Smiling,MANAGER,,
Sep 14 2021,Mar 14 2022,Data Axle,Smiling Patients Dental Care,322 N Wolf Rd # 1,Mt Prospect,IL,60056-2735,C085,15,322 N Wolf Rd # 1,Mt Prospect,IL,60056-2735,15,C085,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",263940306,Malin,Bianca,OWNER,,Female
Sep 14 2021,Mar 14 2022,Data Axle,Smith & Smith Smile Studio PC,1457 E Hyde Park Blvd,Chicago,IL,60615-3037,C073,577,1457 E Hyde Park Blvd,Chicago,IL,60615-3037,577,C073,Cook,802101,Dentists,802101,Dentists,801101,Physicians & Surgeons,"Chicago-Npvl, IL",425080463,Smith,Ozzie,CEO,,Male
Sep 14 2021,Mar 14 2022,Data Axle,Smith Garrett B DDS,220 S Main St,Wilmington,IL,60481-1348,C001,203,220 S Main St,Wilmington,IL,60481-1348,203,C001,Will,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",494677479,Smith,Garrett B,,DDS,Male
Sep 14 2021,Mar 14 2022,Data Axle,Ozzie E Smith Iii DDS,955 W Monroe St,Chicago,IL,60607-2811,C026,991,955 W Monroe St,Chicago,IL,60607-2811,991,C026,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",723202876,Smith Iii,Ozzie E,,DDS,Male
Sep 14 2021,Mar 14 2022,Data Axle,Smith Richard LTD,119 Main St # 2,West Chicago,IL,60185-2888,C004,22,119 Main St # 2,West Chicago,IL,60185-2888,22,C004,Du Page,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",576971691,Smith,Richard,OWNER,,Male
Sep 14 2021,Mar 14 2022,Data Axle,Alexander J Smith DMD,431 Summit St # 105,Elgin,IL,60120-3861,C028,300,431 Summit St # 105,Elgin,IL,60120-3861,300,C028,Kane,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",743698580,Smith,Alexander J,,DMD,Male
Sep 14 2021,Mar 14 2022,Data Axle,Nancy L Smith DDS,1356 Shermer Rd,Northbrook,IL,60062-4581,C015,990,1356 Shermer Rd,Northbrook,IL,60062-4581,990,C015,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",149807901,Smith,Nancy L,,DDS,Female
Sep 14 2021,Mar 14 2022,Data Axle,Stephen E Smith DDS,10703 S Hale Ave,Chicago,IL,60643-3306,C059,36,10703 S Hale Ave,Chicago,IL,60643-3306,36,C059,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",820687259,Smith,Stephen E,,DDS,Male
Sep 14 2021,Mar 14 2022,Data Axle,Sms Dental LLC,PO Box 3189,Syracuse,NY,13220-3189,B099,894,17727 Halsted St,Homewood,IL,60430-2009,277,C020,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",751363287,Schafer,Sean,OWNER,,Male
Sep 14 2021,Mar 14 2022,Data Axle,SMT Dental Lab,527 W Old Northwest Hwy # 204a,Barrington,IL,60010-6807,C029,417,527 W Old Northwest Hwy # 204a,Barrington,IL,60010-6807,417,C029,Lake,802101,Dentists,802101,Dentists,807201,Laboratories-Dental,"Chicago-Npvl, IL",720060474,Lee,Elizabeth,OWNER,,Female
Sep 14 2021,Mar 14 2022,Data Axle,Smunt Steven W DDS LTD,40w177 Campton Crossings Dr #B,St Charles,IL,60175-6594,R032,746,40w177 Campton Crossings Dr #B,St Charles,IL,60175-6594,746,R032,Kane,802101,Dentists,802101,Dentists,802106,Dental Surgeons,"Chicago-Npvl, IL",640255360,Smunt,Steven W,,DDS,Male
Sep 14 2021,Mar 14 2022,Data Axle,Smyk Lada Z DDS,401 S Milwaukee Ave # 200,Wheeling,IL,60090-5072,C071,506,401 S Milwaukee Ave # 200,Wheeling,IL,60090-5072,506,C071,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",415644797,Smyk,Lada Z,,DDS,Female
Sep 14 2021,Mar 14 2022,Data Axle,So-Well Dental Assoc,1122 N Clark St # 1,Chicago,IL,60610-7872,C047,12,1122 N Clark St # 1,Chicago,IL,60610-7872,12,C047,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",483492849,Sowell,Zenobia L,PRESIDENT,,Female
Sep 14 2021,Mar 14 2022,Data Axle,Sodini Joseph J DDS,4923 Oakton St,Skokie,IL,60077-2903,C046,231,4923 Oakton St,Skokie,IL,60077-2903,231,C046,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",497750141,Sodini,Joseph J,,DDS,Male
Sep 14 2021,Mar 14 2022,Data Axle,Maria Sofil DDS,5743 W Lawrence Ave # 1,Chicago,IL,60630-3384,C028,16,5743 W Lawrence Ave # 1,Chicago,IL,60630-3384,16,C028,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",533905600,Sofil,Maria,,DDS,Female
Sep 14 2021,Mar 14 2022,Data Axle,Soft Touch Dental,6311 Woodward Ave,Downers Grove,IL,60516-2311,C054,113,6311 Woodward Ave,Downers Grove,IL,60516-2311,113,C054,Du Page,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",725697829,,,,,
Sep 14 2021,Mar 14 2022,Data Axle,Solace Dental Group,287 N Weber Rd,Bolingbrook,IL,60490-1567,C031,877,287 N Weber Rd,Bolingbrook,IL,60490-1567,877,C031,Will,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",403836826,Cruz-Gonzalez,Wanda,PRESIDENT,,Female
Sep 14 2021,Mar 14 2022,Data Axle,Vida Soltani Shiraz DDS,2101 E 71st St # C,Chicago,IL,60649-2119,C011,750,2101 E 71st St # C,Chicago,IL,60649-2119,750,C011,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",759390429,Soltani Shiraz,Vida,,DDS,Female
Sep 14 2021,Mar 14 2022,Data Axle,Soltes James F DDS,8260 W 95th St # 2e,Hickory Hills,IL,60457-3801,C104,259,8260 W 95th St # 2e,Hickory Hills,IL,60457-3801,259,C104,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",895439560,Soltes,James F,,DDS,Male
Sep 14 2021,Mar 14 2022,Data Axle,Solus Anne F DDS,15717 Wolf Rd,Orland Park,IL,60467-4543,R002,173,15717 Wolf Rd,Orland Park,IL,60467-4543,173,R002,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",439816226,Solus,Anne F,,DDS,Female
Sep 14 2021,Mar 14 2022,Data Axle,Medalith Y Somers DDS,1363 Fairfield Ct,Naperville,IL,60565-2967,C062,635,1363 Fairfield Ct,Naperville,IL,60565-2967,635,C062,Du Page,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",760914932,Somers,Medalith Y,,DDS,Female
Sep 14 2021,Mar 14 2022,Data Axle,Song Dental,6717 Kingery Hwy,Willowbrook,IL,60527-5142,C049,170,6717 Kingery Hwy,Willowbrook,IL,60527-5142,170,C049,Du Page,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",756282288,Song,Brian,OWNER,,Male
Sep 14 2021,Mar 14 2022,Data Axle,Song Joung Eun DDS,2640 Patriot Blvd # 230,Glenview,IL,60026-8075,C061,556,2640 Patriot Blvd # 230,Glenview,IL,60026-8075,556,C061,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",981487101,Song,Joung Eun,,DDS,Female
Sep 14 2021,Mar 14 2022,Data Axle,Catharine J Song DDS,350 N Clark St # 600,Chicago,IL,60654-4782,C008,503,350 N Clark St # 600,Chicago,IL,60654-4782,503,C008,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",742037619,Song,Catharine J,,DDS,Female
Sep 14 2021,Mar 14 2022,Data Axle,Anand Soni DDS,3919 Howard St,Skokie,IL,60076-3778,C002,196,3919 Howard St,Skokie,IL,60076-3778,196,C002,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",719201221,Soni,Anand,,DDS,Male
Sep 14 2021,Mar 14 2022,Data Axle,Sonrisa Dental,3069 W Armitage Ave # 2n,Chicago,IL,60647-5936,C030,446,3069 W Armitage Ave # 2n,Chicago,IL,60647-5936,446,C030,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",694838673,Rolon,Annie,OFFICE MANAGER,,Female
Sep 14 2021,Mar 14 2022,Data Axle,Sonrisa Dental Of Bolingbrook,PO Box 539,Bolingbrook,IL,60440-0144,B010,395,168 N Bolingbrook Dr,Bolingbrook,IL,60440-2350,682,R007,Will,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",643635329,Williams,Jilada B,OWNER,,
Sep 14 2021,Mar 14 2022,Data Axle,Sonrisa Dental PC,13000 Maple Ave,Blue Island,IL,60406-2318,C001,0,13000 Maple Ave,Blue Island,IL,60406-2318,0,C001,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",717345932,Diaz,Yesenia,MANAGER,,Female
Sep 14 2021,Mar 14 2022,Data Axle,Sonrisa Family Dental,1044 N Mozart St # 401,Chicago,IL,60622-2790,C055,15,1044 N Mozart St # 401,Chicago,IL,60622-2790,15,C055,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",724199134,Morales,Jenna,MANAGER,,Female
Sep 14 2021,Mar 14 2022,Data Axle,Sonrisa Family Dental,2001 S California Ave # 4,Chicago,IL,60608-2487,C032,45,2001 S California Ave # 4,Chicago,IL,60608-2487,45,C032,Cook,802101,Dentists,802101,Dentists,999966,Federal Government Contractors,"Chicago-Npvl, IL",708474826,Korkus,Jason,PRESIDENT,,Male
Sep 14 2021,Mar 14 2022,Data Axle,Sonrisa Family Dental,3229 W 47th Pl,Chicago,IL,60632-3011,C027,297,3229 W 47th Pl,Chicago,IL,60632-3011,297,C027,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",669192981,Korkus,Jason,OWNER,,Male
Sep 14 2021,Mar 14 2022,Data Axle,Sonrisa Family Dental,245 W Roosevelt Rd # 150,West Chicago,IL,60185-4818,C008,252,245 W Roosevelt Rd # 150,West Chicago,IL,60185-4818,252,C008,Du Page,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",722487890,Discua,Jeanneth,OFFICE MANAGER,,Female
Sep 14 2021,Mar 14 2022,Data Axle,Sonrisa Family Dental Corp,1945 S Halsted St # 309,Chicago,IL,60608-3435,C061,843,1945 S Halsted St # 309,Chicago,IL,60608-3435,843,C061,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",748247026,Shin,Young,,DDS,
Sep 14 2021,Mar 14 2022,Data Axle,Sonrisa Family Dental PC,3059 W 26th St,Chicago,IL,60623-4131,C008,590,3059 W 26th St,Chicago,IL,60623-4131,590,C008,Cook,802101,Dentists,802101,Dentists,801104,Clinics,"Chicago-Npvl, IL",426965589,Korkas,Jason,OWNER,,Male
Sep 14 2021,Mar 14 2022,Data Axle,Sonrisa Family Dental PC,3450 S Archer Ave # 2,Chicago,IL,60608-6837,C060,501,3450 S Archer Ave # 2,Chicago,IL,60608-6837,501,C060,Cook,801104,Clinics,802101,Dentists,,,"Chicago-Npvl, IL",425080464,Korkus,Jason,PRESIDENT,,Male
Sep 14 2021,Mar 14 2022,Data Axle,Sonrisa Family PC,3303 W 26th St,Chicago,IL,60623-4036,C020,37,3303 W 26th St,Chicago,IL,60623-4036,37,C020,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",711824304,Bravo,Denise,OFFICE MANAGER,,Female
Sep 14 2021,Mar 14 2022,Data Axle,Sonrisa Urbana,3750 W 26th St,Chicago,IL,60623-3826,C043,509,3750 W 26th St,Chicago,IL,60623-3826,509,C043,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",269598090,Rios,Sandra,MANAGER,,Female
Sep 14 2021,Mar 14 2022,Data Axle,Sood Hartej S DDS,2551 N Clark St # 600,Chicago,IL,60614-6730,C085,502,2551 N Clark St # 600,Chicago,IL,60614-6730,502,C085,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",820094357,Sood,Hartej S,,DDS,Male
Sep 14 2021,Mar 14 2022,Data Axle,Stephen Soppet DDS,7777 Lake St # 120,River Forest,IL,60305-1734,C013,452,7777 Lake St # 120,River Forest,IL,60305-1734,452,C013,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",313298481,Soppet,Stephen,,DDS,Male
Sep 14 2021,Mar 14 2022,Data Axle,Sean W Soraghan DDS,17 N Wabash Ave # 650,Chicago,IL,60602-4899,C005,501,17 N Wabash Ave # 650,Chicago,IL,60602-4899,501,C005,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",734071229,Soraghan,Sean W,,DDS,Male
Sep 14 2021,Mar 14 2022,Data Axle,Nicholas J Sotiros Jr DDS,10837 S Western Ave # 4,Chicago,IL,60643-3230,C049,49,10837 S Western Ave # 4,Chicago,IL,60643-3230,49,C049,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",151588753,Sotiros Jr,Nicholas J,,DDS,Male
Sep 14 2021,Mar 14 2022,Data Axle,South & West Loop Dental,603 W Roosevelt Rd,Chicago,IL,60607-4911,C012,33,603 W Roosevelt Rd,Chicago,IL,60607-4911,33,C012,Cook,802101,Dentists,802101,Dentists,802104,Cosmetic Dentistry,"Chicago-Npvl, IL",721655511,,,,,
Sep 14 2021,Mar 14 2022,Data Axle,South Barrington Dental Care,8 Executive Ct #2,South Barrington,IL,60010-9531,R006,2,8 Executive Ct #2,South Barrington,IL,60010-9531,2,R006,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",725298610,Sokolik,Steven Lee,OWNER,,Male
Sep 14 2021,Mar 14 2022,Data Axle,South Barrington Dental Spa,2 Executive Ct # 4,South Barrington,IL,60010-9507,R006,48,2 Executive Ct # 4,South Barrington,IL,60010-9507,48,R006,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",212453369,Spadoni,Rosella,PRESIDENT,,Female
Sep 14 2021,Mar 14 2022,Data Axle,South Holland Dental,15475 S Park Ave # 106,South Holland,IL,60473-1378,C012,317,15475 S Park Ave # 106,South Holland,IL,60473-1378,317,C012,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",499299832,Wiese,Thomas A,,DDS,Male
Sep 14 2021,Mar 14 2022,Data Axle,South Loop Dental Specialists,850 S Wabash Ave #240,Chicago,IL,60605-3643,C017,65,850 S Wabash Ave #240,Chicago,IL,60605-3643,65,C017,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",402473792,Jackson,Kimberley,MANAGER,,Female
Sep 14 2021,Mar 14 2022,Data Axle,South Park Dental Care,438 E 162nd St,South Holland,IL,60473-2258,C007,382,438 E 162nd St,South Holland,IL,60473-2258,382,C007,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",990117848,Johnson,Kenneth,OFFICE MANAGER,,Male
Sep 14 2021,Mar 14 2022,Data Axle,South Suburban Dental Care LTD,2520 Lincoln Hwy #F,Olympia Fields,IL,60461-1961,C006,78,2520 Lincoln Hwy #F,Olympia Fields,IL,60461-1961,78,C006,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",859648461,Meyers,Brittany,MANAGER,,Female
